contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
FB230120P00100000,2021-12-30 18:21:11+00:00,100.0,0.56,0.54,0.75,-0.060000002,-9.67742,1,2618,0.5639692041015626,False,REGULAR,USD
FB230120P00105000,2021-12-10 15:34:31+00:00,105.0,0.93,0.52,0.66,0.0,0.0,1,738,0.5354050366210938,False,REGULAR,USD
FB230120P00110000,2021-12-31 17:28:01+00:00,110.0,0.75,0.64,2.8,0.0,0.0,3,678,0.6138954626464845,False,REGULAR,USD
FB230120P00115000,2021-12-29 20:19:37+00:00,115.0,0.92,0.35,2.12,0.0,0.0,74,632,0.5573774731445313,False,REGULAR,USD
FB230120P00120000,2021-12-27 15:37:21+00:00,120.0,1.01,0.8,1.03,0.0,0.0,1,391,0.5109912182617188,False,REGULAR,USD
FB230120P00125000,2021-12-31 18:59:25+00:00,125.0,1.12,1.08,1.17,0.0,0.0,25,973,0.5092822509765625,False,REGULAR,USD
FB230120P00130000,2021-12-28 20:11:48+00:00,130.0,1.34,1.23,1.34,0.0,0.0,48,1034,0.502080174560547,False,REGULAR,USD
FB230120P00135000,2021-12-27 17:54:29+00:00,135.0,1.5,1.25,1.51,0.0,0.0,1,1186,0.49805189453125004,False,REGULAR,USD
FB230120P00140000,2021-12-29 17:45:48+00:00,140.0,1.7,1.41,1.68,0.0,0.0,2,1014,0.4896291271972657,False,REGULAR,USD
FB230120P00145000,2021-12-10 16:13:38+00:00,145.0,2.44,1.67,1.88,0.0,0.0,1,1010,0.4823049816894531,False,REGULAR,USD
FB230120P00150000,2021-12-28 20:47:31+00:00,150.0,2.15,1.87,2.11,0.0,0.0,3,1166,0.4757132507324219,False,REGULAR,USD
FB230120P00155000,2022-01-03 16:34:02+00:00,155.0,2.2,2.09,2.32,-0.049999952,-2.22222,10,626,0.4676566906738281,False,REGULAR,USD
FB230120P00160000,2021-12-27 14:30:00+00:00,160.0,2.55,2.46,2.56,0.0,0.0,50,1708,0.4603325451660156,False,REGULAR,USD
FB230120P00165000,2021-12-30 17:31:11+00:00,165.0,2.85,2.6,2.92,0.0,0.0,1,804,0.45667047241210945,False,REGULAR,USD
FB230120P00170000,2021-12-30 20:25:55+00:00,170.0,2.96,2.9,3.25,-0.03999996,-1.3333321,1,1369,0.45099425964355466,False,REGULAR,USD
FB230120P00175000,2021-12-31 19:04:11+00:00,175.0,3.45,3.2,3.6,0.0,0.0,10,560,0.44525701232910153,False,REGULAR,USD
FB230120P00180000,2022-01-03 14:52:25+00:00,180.0,3.8,3.55,3.95,0.0,0.0,2,1785,0.43884838500976564,False,REGULAR,USD
FB230120P00185000,2022-01-03 17:07:01+00:00,185.0,4.2,3.95,4.35,-0.12000036,-2.777786,1,1007,0.4332332067871094,False,REGULAR,USD
FB230120P00190000,2021-12-30 15:31:58+00:00,190.0,4.53,4.4,4.8,0.0,0.0,64,1531,0.42816733947753904,False,REGULAR,USD
FB230120P00195000,2021-12-31 17:55:40+00:00,195.0,5.1,4.85,5.25,0.0,0.0,1,2406,0.4224300921630859,False,REGULAR,USD
FB230120P00200000,2022-01-03 20:14:31+00:00,200.0,5.45,5.35,5.75,-0.1500001,-2.6785731,137,4269,0.41715060394287107,False,REGULAR,USD
FB230120P00210000,2021-12-31 16:58:16+00:00,210.0,6.69,6.4,6.8,0.0,0.0,3,3033,0.40582869567871094,False,REGULAR,USD
FB230120P00220000,2022-01-03 16:20:11+00:00,220.0,7.95,7.7,7.95,0.14999962,1.923072,4,2431,0.39417109741210943,False,REGULAR,USD
